Ensembl_id
ENSG00000161513
ENSG00000221869
ENSG00000108176
ENSG00000197063
ENSG00000103043
ENSG00000170634
ENSG00000066135
ENSG00000148057
ENSG00000104142
ENSG00000153006
ENSG00000095485
ENSG00000152926
ENSG00000152926
ENSG00000164104
ENSG00000109066
ENSG00000146535
ENSG00000137965
ENSG00000139428
ENSG00000204386
ENSG00000105953
ENSG00000124422
ENSG00000068654
ENSG00000100441
ENSG00000100994
ENSG00000196363
ENSG00000137171
ENSG00000131653
ENSG00000109066
ENSG00000009830
ENSG00000012232
ENSG00000166135
ENSG00000136448
ENSG00000120129
ENSG00000012232
ENSG00000123179
ENSG00000170634
ENSG00000103043
ENSG00000066135
ENSG00000104142
ENSG00000108176
ENSG00000171954
ENSG00000130234
ENSG00000117682
ENSG00000134107
ENSG00000198218
ENSG00000215193
ENSG00000180979
ENSG00000181894
ENSG00000148396
ENSG00000110921
ENSG00000172037
ENSG00000168003
ENSG00000104064
ENSG00000133112
ENSG00000125741
ENSG00000110917
ENSG00000109111
ENSG00000160703
ENSG00000168439
ENSG00000117682
